State,District,Year,Quarter,Amount,Insurance_Count
Andaman And Nicobar Islands,South Andaman,2020,2,795.0,3
Andaman And Nicobar Islands,Nicobars,2020,2,565.0,3
Andaman And Nicobar Islands,North And Middle Andaman,2020,3,281.0,1
Andaman And Nicobar Islands,South Andaman,2020,3,13651.0,35
Andaman And Nicobar Islands,Nicobars,2020,3,1448.0,5
Andaman And Nicobar Islands,North And Middle Andaman,2020,4,17734.0,13
Andaman And Nicobar Islands,South Andaman,2020,4,137494.0,109
Andaman And Nicobar Islands,Nicobars,2020,4,2747.0,2
Andaman And Nicobar Islands,North And Middle Andaman,2021,1,63978.0,48
Andaman And Nicobar Islands,South Andaman,2021,1,167044.0,164
Andaman And Nicobar Islands,Nicobars,2021,1,13244.0,13
Andaman And Nicobar Islands,North And Middle Andaman,2021,2,45311.0,28
Andaman And Nicobar Islands,South Andaman,2021,2,121104.0,105
Andaman And Nicobar Islands,Nicobars,2021,2,15089.0,4
Andaman And Nicobar Islands,North And Middle Andaman,2021,3,50997.0,33
Andaman And Nicobar Islands,South Andaman,2021,3,223699.0,182
Andaman And Nicobar Islands,Nicobars,2021,3,30539.0,15
Andaman And Nicobar Islands,North And Middle Andaman,2021,4,182061.0,81
Andaman And Nicobar Islands,South Andaman,2021,4,800758.0,632
Andaman And Nicobar Islands,Nicobars,2021,4,73561.0,44
Andaman And Nicobar Islands,North And Middle Andaman,2022,1,85229.0,48
Andaman And Nicobar Islands,South Andaman,2022,1,982206.0,692
Andaman And Nicobar Islands,Nicobars,2022,1,63852.0,28
Andaman And Nicobar Islands,North And Middle Andaman,2022,2,90403.0,45
Andaman And Nicobar Islands,South Andaman,2022,2,633029.0,430
Andaman And Nicobar Islands,Nicobars,2022,2,56308.0,26
Andaman And Nicobar Islands,North And Middle Andaman,2022,3,129013.0,70
Andaman And Nicobar Islands,South Andaman,2022,3,687813.0,535
Andaman And Nicobar Islands,Nicobars,2022,3,85640.0,38
Andaman And Nicobar Islands,North And Middle Andaman,2022,4,224198.0,112
Andaman And Nicobar Islands,South Andaman,2022,4,1114857.0,750
Andaman And Nicobar Islands,Nicobars,2022,4,102155.0,39
Andaman And Nicobar Islands,North And Middle Andaman,2023,1,178969.0,85
Andaman And Nicobar Islands,South Andaman,2023,1,1172083.0,872
Andaman And Nicobar Islands,Nicobars,2023,1,88146.0,47
Andaman And Nicobar Islands,North And Middle Andaman,2023,2,109742.0,56
Andaman And Nicobar Islands,South Andaman,2023,2,1060976.0,670
Andaman And Nicobar Islands,Nicobars,2023,2,62677.0,42
Andaman And Nicobar Islands,North And Middle Andaman,2023,3,133536.0,77
Andaman And Nicobar Islands,South Andaman,2023,3,1052324.0,682
Andaman And Nicobar Islands,Nicobars,2023,3,65285.0,36
Andaman And Nicobar Islands,North And Middle Andaman,2023,4,156995.0,95
Andaman And Nicobar Islands,South Andaman,2023,4,1504528.0,1006
Andaman And Nicobar Islands,Nicobars,2023,4,96298.0,44
Andhra Pradesh,East Godavari,2020,2,352220.0,1913
Andhra Pradesh,Srikakulam,2020,2,107046.0,536
Andhra Pradesh,Spsr Nellore,2020,2,176423.0,931
Andhra Pradesh,Vizianagaram,2020,2,166029.0,893
Andhra Pradesh,Visakhapatnam,2020,2,614212.0,3504
Andhra Pradesh,Prakasam,2020,2,161709.0,847
Andhra Pradesh,Anantapur,2020,2,485777.0,2739
Andhra Pradesh,Ysr,2020,2,343002.0,1978
Andhra Pradesh,West Godavari,2020,2,202289.0,1074
Andhra Pradesh,Kurnool,2020,2,158720.0,825
Andhra Pradesh,Chittoor,2020,2,395099.0,2228
Andhra Pradesh,Guntur,2020,2,344326.0,1938
Andhra Pradesh,Krishna,2020,2,475539.0,2698
Andhra Pradesh,East Godavari,2020,3,970549.0,3783
Andhra Pradesh,Srikakulam,2020,3,383049.0,1535
Andhra Pradesh,Spsr Nellore,2020,3,1259159.0,5509
Andhra Pradesh,Vizianagaram,2020,3,691281.0,2999
Andhra Pradesh,Visakhapatnam,2020,3,1892376.0,7906
Andhra Pradesh,Prakasam,2020,3,722751.0,2565
Andhra Pradesh,Anantapur,2020,3,764850.0,2911
Andhra Pradesh,Ysr,2020,3,847519.0,3397
Andhra Pradesh,West Godavari,2020,3,696749.0,2543
Andhra Pradesh,Kurnool,2020,3,841970.0,3493
Andhra Pradesh,Chittoor,2020,3,1178762.0,4422
Andhra Pradesh,Guntur,2020,3,1083584.0,4230
Andhra Pradesh,Krishna,2020,3,1093882.0,4519
Andhra Pradesh,East Godavari,2020,4,1355741.0,1965
Andhra Pradesh,Srikakulam,2020,4,546440.0,811
Andhra Pradesh,Spsr Nellore,2020,4,810758.0,1348
Andhra Pradesh,Vizianagaram,2020,4,651040.0,897
Andhra Pradesh,Visakhapatnam,2020,4,2203761.0,3464
Andhra Pradesh,Prakasam,2020,4,572976.0,1190
Andhra Pradesh,Anantapur,2020,4,794053.0,1534
Andhra Pradesh,Ysr,2020,4,631876.0,1165
Andhra Pradesh,West Godavari,2020,4,906282.0,1390
Andhra Pradesh,Kurnool,2020,4,500768.0,1092
Andhra Pradesh,Chittoor,2020,4,1168506.0,1727
Andhra Pradesh,Guntur,2020,4,1620649.0,2570
Andhra Pradesh,Krishna,2020,4,1222782.0,2311
Andhra Pradesh,East Godavari,2021,1,1065604.0,1937
Andhra Pradesh,Srikakulam,2021,1,588769.0,854
Andhra Pradesh,Spsr Nellore,2021,1,714947.0,1323
Andhra Pradesh,Vizianagaram,2021,1,526804.0,781
Andhra Pradesh,Visakhapatnam,2021,1,2403199.0,4006
Andhra Pradesh,Prakasam,2021,1,585354.0,1182
Andhra Pradesh,Anantapur,2021,1,621128.0,1264
Andhra Pradesh,Ysr,2021,1,729565.0,1265
Andhra Pradesh,West Godavari,2021,1,850251.0,1460
Andhra Pradesh,Kurnool,2021,1,508161.0,1270
Andhra Pradesh,Chittoor,2021,1,1058050.0,1629
Andhra Pradesh,Guntur,2021,1,1398326.0,2412
Andhra Pradesh,Krishna,2021,1,1699716.0,2722
Andhra Pradesh,East Godavari,2021,2,1695121.0,2343
Andhra Pradesh,Srikakulam,2021,2,755796.0,842
Andhra Pradesh,Spsr Nellore,2021,2,1245872.0,1817
Andhra Pradesh,Vizianagaram,2021,2,702006.0,815
Andhra Pradesh,Visakhapatnam,2021,2,3497573.0,4655
Andhra Pradesh,Prakasam,2021,2,2719134.0,5308
Andhra Pradesh,Anantapur,2021,2,1284850.0,1631
Andhra Pradesh,Ysr,2021,2,1026195.0,1404
Andhra Pradesh,West Godavari,2021,2,2327122.0,4170
Andhra Pradesh,Kurnool,2021,2,941389.0,1410
Andhra Pradesh,Chittoor,2021,2,1839579.0,2392
Andhra Pradesh,Guntur,2021,2,2201793.0,2967
Andhra Pradesh,Krishna,2021,2,2494257.0,3451
Andhra Pradesh,East Godavari,2021,3,2073825.0,2248
Andhra Pradesh,Srikakulam,2021,3,803258.0,798
Andhra Pradesh,Spsr Nellore,2021,3,1161025.0,1486
Andhra Pradesh,Vizianagaram,2021,3,628946.0,736
Andhra Pradesh,Visakhapatnam,2021,3,3191769.0,4044
Andhra Pradesh,Prakasam,2021,3,877683.0,1050
Andhra Pradesh,Anantapur,2021,3,1311735.0,1329
Andhra Pradesh,Ysr,2021,3,1033282.0,1137
Andhra Pradesh,West Godavari,2021,3,1216098.0,1452
Andhra Pradesh,Kurnool,2021,3,796678.0,1027
Andhra Pradesh,Chittoor,2021,3,1995617.0,1991
Andhra Pradesh,Guntur,2021,3,2102143.0,2519
Andhra Pradesh,Krishna,2021,3,2722279.0,3258
Andhra Pradesh,East Godavari,2021,4,3543718.0,2532
Andhra Pradesh,Srikakulam,2021,4,1152210.0,1116
Andhra Pradesh,Spsr Nellore,2021,4,2345876.0,2369
Andhra Pradesh,Vizianagaram,2021,4,916336.0,924
Andhra Pradesh,Visakhapatnam,2021,4,5425896.0,4176
Andhra Pradesh,Prakasam,2021,4,1328774.0,1181
Andhra Pradesh,Anantapur,2021,4,2101400.0,1322
Andhra Pradesh,Ysr,2021,4,1479933.0,1449
Andhra Pradesh,West Godavari,2021,4,1853561.0,1262
Andhra Pradesh,Kurnool,2021,4,1306288.0,910
Andhra Pradesh,Chittoor,2021,4,3100521.0,2444
Andhra Pradesh,Guntur,2021,4,3214794.0,2709
Andhra Pradesh,Krishna,2021,4,3841028.0,3029
Andhra Pradesh,East Godavari,2022,1,5199664.0,3605
Andhra Pradesh,Srikakulam,2022,1,1393633.0,1004
Andhra Pradesh,Spsr Nellore,2022,1,2608475.0,1878
Andhra Pradesh,Vizianagaram,2022,1,1344329.0,949
Andhra Pradesh,Visakhapatnam,2022,1,6953446.0,5196
Andhra Pradesh,Prakasam,2022,1,2181402.0,1797
Andhra Pradesh,Anantapur,2022,1,2556602.0,1551
Andhra Pradesh,Ysr,2022,1,2086496.0,1439
Andhra Pradesh,West Godavari,2022,1,3109555.0,1991
Andhra Pradesh,Kurnool,2022,1,1641988.0,995
Andhra Pradesh,Chittoor,2022,1,4304499.0,2887
Andhra Pradesh,Guntur,2022,1,3988284.0,2748
Andhra Pradesh,Krishna,2022,1,5279784.0,3914
Andhra Pradesh,East Godavari,2022,2,3899091.0,3103
Andhra Pradesh,Srikakulam,2022,2,1282760.0,946
Andhra Pradesh,Spsr Nellore,2022,2,2686947.0,2063
Andhra Pradesh,Vizianagaram,2022,2,1412957.0,1145
Andhra Pradesh,Visakhapatnam,2022,2,7046107.0,5851
Andhra Pradesh,Prakasam,2022,2,2331922.0,1962
Andhra Pradesh,Anantapur,2022,2,2729962.0,1794
Andhra Pradesh,Ysr,2022,2,1920103.0,1418
Andhra Pradesh,West Godavari,2022,2,2903957.0,2141
Andhra Pradesh,Kurnool,2022,2,1573534.0,1233
Andhra Pradesh,Chittoor,2022,2,4207850.0,2836
Andhra Pradesh,Guntur,2022,2,3979873.0,3115
Andhra Pradesh,Krishna,2022,2,5733009.0,4578
Andhra Pradesh,East Godavari,2022,3,5505134.0,4355
Andhra Pradesh,Srikakulam,2022,3,1444643.0,1079
Andhra Pradesh,Spsr Nellore,2022,3,3257610.0,2593
Andhra Pradesh,Vizianagaram,2022,3,1573445.0,1270
Andhra Pradesh,Visakhapatnam,2022,3,7779967.0,6720
Andhra Pradesh,Prakasam,2022,3,2552054.0,2137
Andhra Pradesh,Anantapur,2022,3,2719786.0,1934
Andhra Pradesh,Ysr,2022,3,2559169.0,1892
Andhra Pradesh,West Godavari,2022,3,3113617.0,2314
Andhra Pradesh,Kurnool,2022,3,1720753.0,1318
Andhra Pradesh,Chittoor,2022,3,5145111.0,3729
Andhra Pradesh,Guntur,2022,3,5271211.0,4431
Andhra Pradesh,Krishna,2022,3,6149431.0,5529
Andhra Pradesh,East Godavari,2022,4,5856052.0,4450
Andhra Pradesh,Srikakulam,2022,4,1623449.0,1294
Andhra Pradesh,Spsr Nellore,2022,4,3658896.0,2733
Andhra Pradesh,Vizianagaram,2022,4,1680979.0,1373
Andhra Pradesh,Visakhapatnam,2022,4,9911879.0,7636
Andhra Pradesh,Prakasam,2022,4,2848596.0,2400
Andhra Pradesh,Anantapur,2022,4,3710468.0,2425
Andhra Pradesh,Ysr,2022,4,2993022.0,2261
Andhra Pradesh,West Godavari,2022,4,3513389.0,2623
Andhra Pradesh,Kurnool,2022,4,2859172.0,1810
Andhra Pradesh,Chittoor,2022,4,6166050.0,4641
Andhra Pradesh,Guntur,2022,4,6244165.0,5199
Andhra Pradesh,Krishna,2022,4,6977122.0,5484
Andhra Pradesh,East Godavari,2023,1,5915626.0,4069
Andhra Pradesh,Srikakulam,2023,1,1628429.0,1100
Andhra Pradesh,Spsr Nellore,2023,1,3621734.0,2461
Andhra Pradesh,Vizianagaram,2023,1,1619607.0,1104
Andhra Pradesh,Visakhapatnam,2023,1,9502319.0,6752
Andhra Pradesh,Prakasam,2023,1,2188369.0,1437
Andhra Pradesh,Anantapur,2023,1,2882540.0,1565
Andhra Pradesh,Ysr,2023,1,2235497.0,1509
Andhra Pradesh,West Godavari,2023,1,3370241.0,2196
Andhra Pradesh,Kurnool,2023,1,2088411.0,1208
Andhra Pradesh,Chittoor,2023,1,5677174.0,3284
Andhra Pradesh,Guntur,2023,1,4957590.0,3542
Andhra Pradesh,Krishna,2023,1,6275818.0,4693
Andhra Pradesh,East Godavari,2023,2,5519480.0,3690
Andhra Pradesh,Srikakulam,2023,2,1556225.0,1083
Andhra Pradesh,Spsr Nellore,2023,2,3679371.0,2468
Andhra Pradesh,Vizianagaram,2023,2,1530183.0,1227
Andhra Pradesh,Visakhapatnam,2023,2,8910217.0,7000
Andhra Pradesh,Prakasam,2023,2,1880405.0,1311
Andhra Pradesh,Anantapur,2023,2,3027497.0,1688
Andhra Pradesh,Ysr,2023,2,2426306.0,1652
Andhra Pradesh,West Godavari,2023,2,3383512.0,2140
Andhra Pradesh,Kurnool,2023,2,2483871.0,1473
Andhra Pradesh,Chittoor,2023,2,5988173.0,3756
Andhra Pradesh,Guntur,2023,2,5015442.0,3725
Andhra Pradesh,Krishna,2023,2,6666796.0,5163
Andhra Pradesh,East Godavari,2023,3,5720660.0,4157
Andhra Pradesh,Srikakulam,2023,3,1724487.0,1308
Andhra Pradesh,Spsr Nellore,2023,3,3962298.0,3082
Andhra Pradesh,Vizianagaram,2023,3,1526422.0,1274
Andhra Pradesh,Visakhapatnam,2023,3,11107138.0,8972
Andhra Pradesh,Prakasam,2023,3,2170370.0,1695
Andhra Pradesh,Anantapur,2023,3,3392196.0,1947
Andhra Pradesh,Ysr,2023,3,2732465.0,1900
Andhra Pradesh,West Godavari,2023,3,3162591.0,2308
Andhra Pradesh,Kurnool,2023,3,2310997.0,1723
Andhra Pradesh,Chittoor,2023,3,6350318.0,3993
Andhra Pradesh,Guntur,2023,3,5810698.0,4604
Andhra Pradesh,Krishna,2023,3,7831756.0,6187
Andhra Pradesh,East Godavari,2023,4,6404501.0,4294
Andhra Pradesh,Srikakulam,2023,4,1851290.0,1327
Andhra Pradesh,Spsr Nellore,2023,4,3968074.0,2739
Andhra Pradesh,Vizianagaram,2023,4,1745449.0,1350
Andhra Pradesh,Visakhapatnam,2023,4,12027284.0,8787
Andhra Pradesh,Prakasam,2023,4,2357325.0,1561
Andhra Pradesh,Anantapur,2023,4,3651525.0,2143
Andhra Pradesh,Ysr,2023,4,2738253.0,1923
Andhra Pradesh,West Godavari,2023,4,3630998.0,2198
Andhra Pradesh,Kurnool,2023,4,3161720.0,1829
Andhra Pradesh,Chittoor,2023,4,7322967.0,4025
Andhra Pradesh,Guntur,2023,4,6154821.0,4354
Andhra Pradesh,Krishna,2023,4,7328216.0,5268
Arunachal Pradesh,Lower Dibang Valley,2020,2,513.0,2
Arunachal Pradesh,West Kameng,2020,2,513.0,2
Arunachal Pradesh,Lower Subansiri,2020,2,231.0,1
Arunachal Pradesh,West Siang,2020,2,1124.0,5
Arunachal Pradesh,Kamle,2020,2,298.0,1
Arunachal Pradesh,East Siang,2020,2,469.0,2
Arunachal Pradesh,Tirap,2020,2,1026.0,5
Arunachal Pradesh,Lepa Rada,2020,2,282.0,1
Arunachal Pradesh,Tawang,2020,2,827.0,3
Arunachal Pradesh,Namsai,2020,2,231.0,1
Arunachal Pradesh,Papum Pare,2020,2,6304.0,33
Arunachal Pradesh,Changlang,2020,2,2511.0,9
Arunachal Pradesh,Lower Dibang Valley,2020,3,843.0,4
Arunachal Pradesh,Lower Subansiri,2020,3,662.0,1
Arunachal Pradesh,Longding,2020,3,166.0,1
Arunachal Pradesh,West Siang,2020,3,2052.0,5
Arunachal Pradesh,Kamle,2020,3,166.0,1
Arunachal Pradesh,Upper Siang,2020,3,281.0,1
Arunachal Pradesh,Tirap,2020,3,939.0,3
Arunachal Pradesh,Papum Pare,2020,3,15776.0,60
Arunachal Pradesh,Siang,2020,3,184.0,1
Arunachal Pradesh,Lower Siang,2020,3,662.0,1
Arunachal Pradesh,Changlang,2020,3,364.0,2
Arunachal Pradesh,Dibang Valley,2020,3,66.0,3
Arunachal Pradesh,West Kameng,2020,3,3466.0,12
Arunachal Pradesh,East Siang,2020,3,9675.0,22
Arunachal Pradesh,Upper Subansiri,2020,3,66.0,2
Arunachal Pradesh,East Kameng,2020,3,695.0,2
Arunachal Pradesh,Lohit,2020,3,1557.0,9
Arunachal Pradesh,Lepa Rada,2020,3,548.0,1
Arunachal Pradesh,Tawang,2020,3,33.0,1
Arunachal Pradesh,Namsai,2020,3,1486.0,3
Arunachal Pradesh,Lower Dibang Valley,2020,4,1981.0,9
Arunachal Pradesh,Lower Subansiri,2020,4,32.0,1
Arunachal Pradesh,West Siang,2020,4,162.0,1
Arunachal Pradesh,Tirap,2020,4,1561.0,4
Arunachal Pradesh,Papum Pare,2020,4,21298.0,48
Arunachal Pradesh,Siang,2020,4,691.0,2
Arunachal Pradesh,Lower Siang,2020,4,33.0,1
Arunachal Pradesh,Changlang,2020,4,5505.0,7
Arunachal Pradesh,Pakke Kessang,2020,4,1017.0,2
Arunachal Pradesh,Dibang Valley,2020,4,2967.0,1
Arunachal Pradesh,West Kameng,2020,4,22182.0,15
Arunachal Pradesh,East Siang,2020,4,8075.0,10
Arunachal Pradesh,Upper Subansiri,2020,4,1154.0,2
Arunachal Pradesh,East Kameng,2020,4,32.0,1
Arunachal Pradesh,Lohit,2020,4,4148.0,5
Arunachal Pradesh,Lepa Rada,2020,4,2685.0,3
Arunachal Pradesh,Tawang,2020,4,9740.0,10
Arunachal Pradesh,Namsai,2020,4,984.0,3
Arunachal Pradesh,Lower Dibang Valley,2021,1,4680.0,5
Arunachal Pradesh,Lower Subansiri,2021,1,5103.0,2
Arunachal Pradesh,Longding,2021,1,1334.0,2
Arunachal Pradesh,West Siang,2021,1,3690.0,7
Arunachal Pradesh,Kamle,2021,1,167.0,1
Arunachal Pradesh,Upper Siang,2021,1,900.0,5
Arunachal Pradesh,Tirap,2021,1,7696.0,7
Arunachal Pradesh,Papum Pare,2021,1,62651.0,65
Arunachal Pradesh,Siang,2021,1,136.0,2
Arunachal Pradesh,Lower Siang,2021,1,733.0,5
Arunachal Pradesh,Kra Daadi,2021,1,366.0,2
Arunachal Pradesh,Changlang,2021,1,4524.0,12
Arunachal Pradesh,Pakke Kessang,2021,1,415.0,2
Arunachal Pradesh,Dibang Valley,2021,1,669.0,1
Arunachal Pradesh,West Kameng,2021,1,9871.0,15
Arunachal Pradesh,East Siang,2021,1,8695.0,18
Arunachal Pradesh,Upper Subansiri,2021,1,4237.0,7
Arunachal Pradesh,East Kameng,2021,1,132.0,4
Arunachal Pradesh,Lohit,2021,1,2951.0,11
Arunachal Pradesh,Lepa Rada,2021,1,1258.0,2
Arunachal Pradesh,Tawang,2021,1,10155.0,11
Arunachal Pradesh,Namsai,2021,1,1248.0,8
Arunachal Pradesh,Lower Dibang Valley,2021,2,8091.0,14
Arunachal Pradesh,Lower Subansiri,2021,2,4236.0,10
Arunachal Pradesh,West Siang,2021,2,8990.0,18
Arunachal Pradesh,Upper Siang,2021,2,210.0,1
Arunachal Pradesh,Tirap,2021,2,1405.0,1
Arunachal Pradesh,Papum Pare,2021,2,89335.0,69
Arunachal Pradesh,Kurung Kumey,2021,2,94.0,2
Arunachal Pradesh,Anjaw,2021,2,19882.0,2
Arunachal Pradesh,Siang,2021,2,5423.0,1
Arunachal Pradesh,Kra Daadi,2021,2,210.0,1
Arunachal Pradesh,Changlang,2021,2,11258.0,12
Arunachal Pradesh,West Kameng,2021,2,17896.0,20
Arunachal Pradesh,Shi Yomi,2021,2,933.0,1
Arunachal Pradesh,East Siang,2021,2,2979.0,6
Arunachal Pradesh,Upper Subansiri,2021,2,467.0,2
Arunachal Pradesh,East Kameng,2021,2,327.0,4
Arunachal Pradesh,Lohit,2021,2,21096.0,16
Arunachal Pradesh,Tawang,2021,2,23216.0,13
Arunachal Pradesh,Namsai,2021,2,8880.0,11
Arunachal Pradesh,Lower Dibang Valley,2021,3,11845.0,13
Arunachal Pradesh,Lower Subansiri,2021,3,11875.0,6
Arunachal Pradesh,West Siang,2021,3,57300.0,21
Arunachal Pradesh,Kamle,2021,3,1245.0,2
Arunachal Pradesh,Upper Siang,2021,3,11455.0,5
Arunachal Pradesh,Tirap,2021,3,38082.0,14
Arunachal Pradesh,Papum Pare,2021,3,95368.0,50
Arunachal Pradesh,Anjaw,2021,3,1531.0,1
Arunachal Pradesh,Lower Siang,2021,3,1927.0,3
Arunachal Pradesh,Kra Daadi,2021,3,946.0,1
Arunachal Pradesh,Changlang,2021,3,25894.0,15
Arunachal Pradesh,West Kameng,2021,3,21566.0,22
Arunachal Pradesh,East Siang,2021,3,32914.0,23
Arunachal Pradesh,Upper Subansiri,2021,3,2417.0,2
Arunachal Pradesh,Lohit,2021,3,15097.0,10
Arunachal Pradesh,Lepa Rada,2021,3,946.0,1
Arunachal Pradesh,Tawang,2021,3,5436.0,8
Arunachal Pradesh,Namsai,2021,3,35207.0,15
Arunachal Pradesh,Lower Dibang Valley,2021,4,12440.0,11
Arunachal Pradesh,Lower Subansiri,2021,4,10820.0,7
Arunachal Pradesh,Longding,2021,4,4852.0,2
Arunachal Pradesh,West Siang,2021,4,25308.0,14
Arunachal Pradesh,Upper Siang,2021,4,6420.0,2
Arunachal Pradesh,Tirap,2021,4,37402.0,14
Arunachal Pradesh,Papum Pare,2021,4,232985.0,128
Arunachal Pradesh,Kurung Kumey,2021,4,4597.0,2
Arunachal Pradesh,Anjaw,2021,4,1175.0,2
Arunachal Pradesh,Siang,2021,4,7876.0,5
Arunachal Pradesh,Lower Siang,2021,4,3130.0,2
Arunachal Pradesh,Changlang,2021,4,59532.0,26
Arunachal Pradesh,Pakke Kessang,2021,4,6980.0,4
Arunachal Pradesh,West Kameng,2021,4,61049.0,37
Arunachal Pradesh,East Siang,2021,4,22841.0,7
Arunachal Pradesh,Upper Subansiri,2021,4,6632.0,4
Arunachal Pradesh,East Kameng,2021,4,4783.0,4
Arunachal Pradesh,Lohit,2021,4,19353.0,17
Arunachal Pradesh,Lepa Rada,2021,4,22217.0,4
Arunachal Pradesh,Tawang,2021,4,28772.0,14
Arunachal Pradesh,Namsai,2021,4,19295.0,14
Arunachal Pradesh,Lower Dibang Valley,2022,1,17012.0,10
Arunachal Pradesh,Lower Subansiri,2022,1,27520.0,9
Arunachal Pradesh,Longding,2022,1,18234.0,6
Arunachal Pradesh,West Siang,2022,1,16731.0,7
Arunachal Pradesh,Kamle,2022,1,3042.0,2
Arunachal Pradesh,Tirap,2022,1,98280.0,22
Arunachal Pradesh,Papum Pare,2022,1,339981.0,149
Arunachal Pradesh,Kurung Kumey,2022,1,2907.0,2
Arunachal Pradesh,Anjaw,2022,1,56.0,1
Arunachal Pradesh,Siang,2022,1,10551.0,3
Arunachal Pradesh,Lower Siang,2022,1,16596.0,6
Arunachal Pradesh,Kra Daadi,2022,1,56.0,1
Arunachal Pradesh,Changlang,2022,1,41022.0,22
Arunachal Pradesh,Pakke Kessang,2022,1,4537.0,2
Arunachal Pradesh,Dibang Valley,2022,1,4047.0,2
Arunachal Pradesh,West Kameng,2022,1,83342.0,36
Arunachal Pradesh,Shi Yomi,2022,1,1335.0,1
Arunachal Pradesh,East Siang,2022,1,50073.0,22
Arunachal Pradesh,Upper Subansiri,2022,1,7374.0,5
Arunachal Pradesh,East Kameng,2022,1,56.0,1
Arunachal Pradesh,Lohit,2022,1,33684.0,17
Arunachal Pradesh,Lepa Rada,2022,1,32299.0,5
Arunachal Pradesh,Tawang,2022,1,59469.0,11
Arunachal Pradesh,Namsai,2022,1,25903.0,13
Arunachal Pradesh,Lower Dibang Valley,2022,2,25061.0,13
Arunachal Pradesh,Lower Subansiri,2022,2,13328.0,7
Arunachal Pradesh,Longding,2022,2,6396.0,3
Arunachal Pradesh,West Siang,2022,2,54485.0,24
Arunachal Pradesh,Kamle,2022,2,1353.0,2
Arunachal Pradesh,Upper Siang,2022,2,7050.0,2
Arunachal Pradesh,Tirap,2022,2,32728.0,15
Arunachal Pradesh,Papum Pare,2022,2,752159.0,310
Arunachal Pradesh,Kurung Kumey,2022,2,3224.0,2
Arunachal Pradesh,Lower Siang,2022,2,9427.0,3
Arunachal Pradesh,Kra Daadi,2022,2,4261.0,3
Arunachal Pradesh,Changlang,2022,2,51823.0,25
Arunachal Pradesh,West Kameng,2022,2,115575.0,47
Arunachal Pradesh,East Siang,2022,2,107087.0,29
Arunachal Pradesh,Upper Subansiri,2022,2,1295.0,4
Arunachal Pradesh,East Kameng,2022,2,17345.0,10
Arunachal Pradesh,Lohit,2022,2,59273.0,21
Arunachal Pradesh,Lepa Rada,2022,2,2554.0,4
Arunachal Pradesh,Tawang,2022,2,61225.0,26
Arunachal Pradesh,Namsai,2022,2,34582.0,14
Arunachal Pradesh,Lower Dibang Valley,2022,3,26960.0,17
Arunachal Pradesh,Lower Subansiri,2022,3,26683.0,11
Arunachal Pradesh,Longding,2022,3,9842.0,2
Arunachal Pradesh,West Siang,2022,3,86941.0,16
Arunachal Pradesh,Kamle,2022,3,2325.0,1
Arunachal Pradesh,Upper Siang,2022,3,6334.0,4
Arunachal Pradesh,Tirap,2022,3,54004.0,23
Arunachal Pradesh,Papum Pare,2022,3,590296.0,250
Arunachal Pradesh,Anjaw,2022,3,1758.0,1
Arunachal Pradesh,Siang,2022,3,6421.0,2
Arunachal Pradesh,Lower Siang,2022,3,4229.0,3
Arunachal Pradesh,Kra Daadi,2022,3,5626.0,1
Arunachal Pradesh,Changlang,2022,3,53679.0,22
Arunachal Pradesh,Pakke Kessang,2022,3,2018.0,2
Arunachal Pradesh,West Kameng,2022,3,118030.0,42
Arunachal Pradesh,Shi Yomi,2022,3,1304.0,1
Arunachal Pradesh,East Siang,2022,3,54567.0,35
Arunachal Pradesh,Upper Subansiri,2022,3,720.0,1
Arunachal Pradesh,East Kameng,2022,3,25996.0,15
Arunachal Pradesh,Lohit,2022,3,45865.0,18
Arunachal Pradesh,Lepa Rada,2022,3,9636.0,5
Arunachal Pradesh,Tawang,2022,3,112439.0,24
Arunachal Pradesh,Namsai,2022,3,54631.0,14
Arunachal Pradesh,Lower Dibang Valley,2022,4,56348.0,23
Arunachal Pradesh,Lower Subansiri,2022,4,21747.0,14
Arunachal Pradesh,Longding,2022,4,30147.0,8
Arunachal Pradesh,West Siang,2022,4,42902.0,22
Arunachal Pradesh,Upper Siang,2022,4,38307.0,10
Arunachal Pradesh,Tirap,2022,4,69612.0,22
Arunachal Pradesh,Papum Pare,2022,4,557453.0,249
Arunachal Pradesh,Kurung Kumey,2022,4,1617.0,2
Arunachal Pradesh,Anjaw,2022,4,15990.0,5
Arunachal Pradesh,Siang,2022,4,25817.0,8
Arunachal Pradesh,Lower Siang,2022,4,14716.0,3
Arunachal Pradesh,Kra Daadi,2022,4,2861.0,2
Arunachal Pradesh,Changlang,2022,4,92295.0,39
Arunachal Pradesh,Pakke Kessang,2022,4,9380.0,4
Arunachal Pradesh,Dibang Valley,2022,4,1273.0,1
Arunachal Pradesh,West Kameng,2022,4,140810.0,53
Arunachal Pradesh,Shi Yomi,2022,4,56.0,1
Arunachal Pradesh,East Siang,2022,4,62867.0,33
Arunachal Pradesh,Upper Subansiri,2022,4,6741.0,7
Arunachal Pradesh,East Kameng,2022,4,18432.0,11
Arunachal Pradesh,Lohit,2022,4,74057.0,35
Arunachal Pradesh,Lepa Rada,2022,4,11158.0,4
Arunachal Pradesh,Tawang,2022,4,117810.0,32
Arunachal Pradesh,Namsai,2022,4,52176.0,25
Arunachal Pradesh,Lower Dibang Valley,2023,1,32562.0,17
Arunachal Pradesh,Lower Subansiri,2023,1,52453.0,18
Arunachal Pradesh,Longding,2023,1,38902.0,11
Arunachal Pradesh,West Siang,2023,1,77049.0,26
Arunachal Pradesh,Upper Siang,2023,1,45923.0,13
