State,District,Year,Quarter,Registered_Users,App_Open_Count
Chhattisgarh,Bilaspur,2018,1,68704,0
Chhattisgarh,Balrampur,2018,1,9313,0
Chhattisgarh,Bijapur,2018,1,3606,0
Chhattisgarh,Bemetara,2018,1,12283,0
Chhattisgarh,Bastar,2018,1,13889,0
Chhattisgarh,Kondagaon,2018,1,5625,0
Chhattisgarh,Mahasamund,2018,1,19608,0
Chhattisgarh,Dhamtari,2018,2,22286,0
Chhattisgarh,Korba,2018,2,54105,0
Chhattisgarh,Surajpur,2018,2,17141,0
Chhattisgarh,Baloda Bazar,2018,2,32314,0
Chhattisgarh,Sukma,2018,2,4793,0
Chhattisgarh,Raigarh,2018,2,70970,0
Chhattisgarh,Janjgir Champa,2018,2,60185,0
Chhattisgarh,Jashpur,2018,2,17053,0
Chhattisgarh,Balod,2018,2,19941,0
Chhattisgarh,Kabirdham,2018,2,16461,0
Chhattisgarh,Surguja,2018,2,30374,0
Chhattisgarh,Dantewada,2018,2,7287,0
Chhattisgarh,Gariyaband,2018,2,12542,0
Chhattisgarh,Durg,2018,2,124515,0
Chhattisgarh,Rajnandgaon,2018,2,38120,0
Chhattisgarh,Raipur,2018,2,185747,0
Chhattisgarh,Narayanpur,2018,2,2522,0
Chhattisgarh,Kanker,2018,2,15229,0
Chhattisgarh,Korea,2018,2,20966,0
Chhattisgarh,Mungeli,2018,2,11084,0
Chhattisgarh,Bilaspur,2018,2,94888,0
Chhattisgarh,Balrampur,2018,2,12903,0
Chhattisgarh,Bijapur,2018,2,5454,0
Chhattisgarh,Bemetara,2018,2,17548,0
Chhattisgarh,Bastar,2018,2,19718,0
Chhattisgarh,Kondagaon,2018,2,8321,0
Chhattisgarh,Mahasamund,2018,2,28208,0
Chhattisgarh,Dhamtari,2018,3,29271,0
Chhattisgarh,Korba,2018,3,68746,0
Chhattisgarh,Surajpur,2018,3,23142,0
Chhattisgarh,Baloda Bazar,2018,3,43335,0
Chhattisgarh,Sukma,2018,3,6694,0
Chhattisgarh,Raigarh,2018,3,89911,0
Chhattisgarh,Janjgir Champa,2018,3,77834,0
Chhattisgarh,Jashpur,2018,3,22329,0
Chhattisgarh,Balod,2018,3,26663,0
Chhattisgarh,Kabirdham,2018,3,21958,0
Chhattisgarh,Surguja,2018,3,40025,0
Chhattisgarh,Dantewada,2018,3,10338,0
Chhattisgarh,Gariyaband,2018,3,16672,0
Chhattisgarh,Durg,2018,3,150753,0
Chhattisgarh,Rajnandgaon,2018,3,50271,0
Chhattisgarh,Raipur,2018,3,231146,0
Chhattisgarh,Narayanpur,2018,3,3509,0
Chhattisgarh,Kanker,2018,3,21379,0
Chhattisgarh,Korea,2018,3,27036,0
Chhattisgarh,Mungeli,2018,3,15251,0
Chhattisgarh,Bilaspur,2018,3,119415,0
Chhattisgarh,Balrampur,2018,3,17026,0
Chhattisgarh,Bijapur,2018,3,7785,0
Chhattisgarh,Bemetara,2018,3,23151,0
Chhattisgarh,Bastar,2018,3,25975,0
Chhattisgarh,Kondagaon,2018,3,11549,0
Chhattisgarh,Mahasamund,2018,3,36628,0
Chhattisgarh,Dhamtari,2018,4,37491,0
Chhattisgarh,Korba,2018,4,88680,0
Chhattisgarh,Surajpur,2018,4,32284,0
Chhattisgarh,Baloda Bazar,2018,4,60270,0
Chhattisgarh,Sukma,2018,4,9189,0
Chhattisgarh,Raigarh,2018,4,116785,0
Chhattisgarh,Janjgir Champa,2018,4,107156,0
Chhattisgarh,Jashpur,2018,4,29087,0
Chhattisgarh,Balod,2018,4,35319,0
Chhattisgarh,Kabirdham,2018,4,30021,0
Chhattisgarh,Surguja,2018,4,51776,0
Chhattisgarh,Dantewada,2018,4,14264,0
Chhattisgarh,Gariyaband,2018,4,21861,0
Chhattisgarh,Durg,2018,4,185746,0
Chhattisgarh,Rajnandgaon,2018,4,64828,0
Chhattisgarh,Raipur,2018,4,289198,0
Chhattisgarh,Narayanpur,2018,4,4918,0
Chhattisgarh,Kanker,2018,4,29452,0
Chhattisgarh,Korea,2018,4,35408,0
Chhattisgarh,Mungeli,2018,4,21506,0
Chhattisgarh,Bilaspur,2018,4,153972,0
Chhattisgarh,Balrampur,2018,4,22409,0
Chhattisgarh,Bijapur,2018,4,10547,0
Chhattisgarh,Bemetara,2018,4,30148,0
Chhattisgarh,Bastar,2018,4,34157,0
Chhattisgarh,Kondagaon,2018,4,15900,0
Chhattisgarh,Mahasamund,2018,4,47626,0
Chhattisgarh,Dhamtari,2019,1,44369,0
Chhattisgarh,Korba,2019,1,105570,0
Chhattisgarh,Surajpur,2019,1,39128,0
Chhattisgarh,Baloda Bazar,2019,1,73454,0
Chhattisgarh,Sukma,2019,1,11464,0
Chhattisgarh,Raigarh,2019,1,139059,0
Chhattisgarh,Janjgir Champa,2019,1,130114,0
Chhattisgarh,Jashpur,2019,1,35598,0
Chhattisgarh,Balod,2019,1,42804,0
Chhattisgarh,Kabirdham,2019,1,36729,0
Chhattisgarh,Surguja,2019,1,62300,0
Chhattisgarh,Dantewada,2019,1,17514,0
Chhattisgarh,Gariyaband,2019,1,25995,0
Chhattisgarh,Durg,2019,1,224058,0
Chhattisgarh,Rajnandgaon,2019,1,78320,0
Chhattisgarh,Raipur,2019,1,351495,0
Chhattisgarh,Narayanpur,2019,1,6161,0
Chhattisgarh,Kanker,2019,1,36502,0
Chhattisgarh,Korea,2019,1,41970,0
Chhattisgarh,Mungeli,2019,1,26640,0
Chhattisgarh,Bilaspur,2019,1,184636,0
Chhattisgarh,Balrampur,2019,1,27410,0
Chhattisgarh,Bijapur,2019,1,12986,0
Chhattisgarh,Bemetara,2019,1,36315,0
Chhattisgarh,Bastar,2019,1,41559,0
Chhattisgarh,Kondagaon,2019,1,19795,0
Chhattisgarh,Mahasamund,2019,1,56953,0
Chhattisgarh,Dhamtari,2019,2,51082,244565
Chhattisgarh,Korba,2019,2,119540,662066
Chhattisgarh,Surajpur,2019,2,44750,235751
Chhattisgarh,Baloda Bazar,2019,2,84458,425931
Chhattisgarh,Sukma,2019,2,13471,98219
Chhattisgarh,Raigarh,2019,2,156178,865029
Chhattisgarh,Janjgir Champa,2019,2,147327,1438732
Chhattisgarh,Jashpur,2019,2,41149,228722
Chhattisgarh,Balod,2019,2,49629,240564
Chhattisgarh,Kabirdham,2019,2,43027,215125
Chhattisgarh,Surguja,2019,2,71076,405600
Chhattisgarh,Dantewada,2019,2,20567,125417
Chhattisgarh,Gariyaband,2019,2,29595,162851
Chhattisgarh,Durg,2019,2,257557,1648362
Chhattisgarh,Rajnandgaon,2019,2,91198,489047
Chhattisgarh,Raipur,2019,2,405792,2581481
Chhattisgarh,Narayanpur,2019,2,7310,49504
Chhattisgarh,Kanker,2019,2,42656,254042
Chhattisgarh,Korea,2019,2,47709,253724
Chhattisgarh,Mungeli,2019,2,31068,152275
Chhattisgarh,Bilaspur,2019,2,209039,1112112
Chhattisgarh,Balrampur,2019,2,32072,214601
Chhattisgarh,Bijapur,2019,2,15866,129715
Chhattisgarh,Bemetara,2019,2,41571,196879
Chhattisgarh,Bastar,2019,2,48796,306391
Chhattisgarh,Kondagaon,2019,2,23091,131604
Chhattisgarh,Mahasamund,2019,2,65492,338064
Chhattisgarh,Dhamtari,2019,3,56490,810027
Chhattisgarh,Korba,2019,3,131850,2213038
Chhattisgarh,Surajpur,2019,3,49502,764794
Chhattisgarh,Baloda Bazar,2019,3,93416,1376499
Chhattisgarh,Sukma,2019,3,15279,358888
Chhattisgarh,Raigarh,2019,3,170447,2931974
Chhattisgarh,Janjgir Champa,2019,3,161232,4799392
Chhattisgarh,Jashpur,2019,3,45820,746166
Chhattisgarh,Balod,2019,3,54969,765025
Chhattisgarh,Kabirdham,2019,3,47753,690082
Chhattisgarh,Surguja,2019,3,79170,1391594
Chhattisgarh,Dantewada,2019,3,23099,484093
Chhattisgarh,Gariyaband,2019,3,32332,539156
Chhattisgarh,Durg,2019,3,289803,6359888
Chhattisgarh,Rajnandgaon,2019,3,101617,1607087
Chhattisgarh,Raipur,2019,3,455785,9790726
Chhattisgarh,Narayanpur,2019,3,8433,184839
Chhattisgarh,Kanker,2019,3,48053,894748
Chhattisgarh,Korea,2019,3,52380,850973
Chhattisgarh,Mungeli,2019,3,34553,460088
Chhattisgarh,Bilaspur,2019,3,230364,3912885
Chhattisgarh,Balrampur,2019,3,35659,702832
Chhattisgarh,Bijapur,2019,3,18114,447468
Chhattisgarh,Bemetara,2019,3,45724,628499
Chhattisgarh,Bastar,2019,3,55159,1064689
Chhattisgarh,Kondagaon,2019,3,26016,469456
Chhattisgarh,Mahasamund,2019,3,72039,1117435
Chhattisgarh,Dhamtari,2019,4,62892,1008239
Chhattisgarh,Korba,2019,4,147812,2916267
Chhattisgarh,Surajpur,2019,4,56178,1035362
Chhattisgarh,Baloda Bazar,2019,4,104742,1738972
Chhattisgarh,Sukma,2019,4,17353,417726
Chhattisgarh,Raigarh,2019,4,189764,3695931
Chhattisgarh,Janjgir Champa,2019,4,180195,5052142
Chhattisgarh,Jashpur,2019,4,52404,952488
Chhattisgarh,Balod,2019,4,61992,973572
Chhattisgarh,Kabirdham,2019,4,53883,867524
Chhattisgarh,Surguja,2019,4,89297,1819241
Chhattisgarh,Dantewada,2019,4,26072,563817
Chhattisgarh,Gariyaband,2019,4,35867,668602
Chhattisgarh,Durg,2019,4,321390,7774097
Chhattisgarh,Rajnandgaon,2019,4,113965,2012284
Chhattisgarh,Raipur,2019,4,506122,12048734
Chhattisgarh,Narayanpur,2019,4,9565,214657
Chhattisgarh,Kanker,2019,4,55163,1096822
Chhattisgarh,Korea,2019,4,58350,1109403
Chhattisgarh,Mungeli,2019,4,39349,594474
Chhattisgarh,Bilaspur,2019,4,257350,5102876
Chhattisgarh,Balrampur,2019,4,40750,945187
Chhattisgarh,Bijapur,2019,4,20595,521944
Chhattisgarh,Bemetara,2019,4,51556,800417
Chhattisgarh,Bastar,2019,4,62497,1336400
Chhattisgarh,Kondagaon,2019,4,29904,567001
Chhattisgarh,Mahasamund,2019,4,80893,1444798
Chhattisgarh,Dhamtari,2020,1,69476,1177494
Chhattisgarh,Korba,2020,1,163500,3380235
Chhattisgarh,Surajpur,2020,1,61965,1215929
Chhattisgarh,Baloda Bazar,2020,1,115907,2012251
Chhattisgarh,Sukma,2020,1,19269,475708
Chhattisgarh,Raigarh,2020,1,208338,4122100
Chhattisgarh,Janjgir Champa,2020,1,199431,5380445
Chhattisgarh,Jashpur,2020,1,59351,1142635
Chhattisgarh,Balod,2020,1,68724,1158964
Chhattisgarh,Kabirdham,2020,1,60401,1057255
Chhattisgarh,Surguja,2020,1,98711,2073053
Chhattisgarh,Dantewada,2020,1,28594,616147
Chhattisgarh,Gariyaband,2020,1,39610,776632
Chhattisgarh,Durg,2020,1,353311,8458392
Chhattisgarh,Rajnandgaon,2020,1,126699,2331110
Chhattisgarh,Raipur,2020,1,559412,13218985
Chhattisgarh,Narayanpur,2020,1,10674,243682
Chhattisgarh,Kanker,2020,1,61891,1271896
Chhattisgarh,Korea,2020,1,63940,1222085
Chhattisgarh,Mungeli,2020,1,44303,709713
Chhattisgarh,Bilaspur,2020,1,284320,5715987
Chhattisgarh,Balrampur,2020,1,45517,1106067
Chhattisgarh,Bijapur,2020,1,22680,585981
Chhattisgarh,Bemetara,2020,1,57258,960530
Chhattisgarh,Bastar,2020,1,69623,1449271
Chhattisgarh,Kondagaon,2020,1,33640,683246
Chhattisgarh,Mahasamund,2020,1,89942,1678308
Chhattisgarh,Dhamtari,2020,2,79474,1468767
Chhattisgarh,Korba,2020,2,184399,3948081
Chhattisgarh,Surajpur,2020,2,70166,1405897
Chhattisgarh,Baloda Bazar,2020,2,134301,2668360
Chhattisgarh,Sukma,2020,2,21763,549741
Chhattisgarh,Raigarh,2020,2,233080,4690035
Chhattisgarh,Janjgir Champa,2020,2,227716,6918427
Chhattisgarh,Jashpur,2020,2,69500,1452221
Chhattisgarh,Balod,2020,2,79582,1524125
Chhattisgarh,Kabirdham,2020,2,70568,1431151
Chhattisgarh,Surguja,2020,2,110765,2058364
Chhattisgarh,Dantewada,2020,2,32064,696614
Chhattisgarh,Gariyaband,2020,2,45722,991698
Chhattisgarh,Durg,2020,2,387874,7558938
Chhattisgarh,Rajnandgaon,2020,2,146098,2708564
Chhattisgarh,Raipur,2020,2,616931,11213191
Chhattisgarh,Narayanpur,2020,2,12161,286793
Chhattisgarh,Kanker,2020,2,71514,1475562
Chhattisgarh,Korea,2020,2,71660,1446776
Chhattisgarh,Mungeli,2020,2,52631,1062091
Chhattisgarh,Bilaspur,2020,2,316669,5179966
Chhattisgarh,Balrampur,2020,2,52871,1426830
Chhattisgarh,Bijapur,2020,2,25534,653143
Chhattisgarh,Bemetara,2020,2,67115,1295832
Chhattisgarh,Bastar,2020,2,78865,1465913
Chhattisgarh,Kondagaon,2020,2,39518,800308
Chhattisgarh,Mahasamund,2020,2,103117,2115996
Chhattisgarh,Dhamtari,2020,3,89508,1790640
Chhattisgarh,Korba,2020,3,204448,5026826
Chhattisgarh,Surajpur,2020,3,79907,1841882
Chhattisgarh,Baloda Bazar,2020,3,150975,3180025
Chhattisgarh,Sukma,2020,3,24549,686019
Chhattisgarh,Raigarh,2020,3,259581,6050750
Chhattisgarh,Janjgir Champa,2020,3,254275,7932461
Chhattisgarh,Jashpur,2020,3,79728,1779430
Chhattisgarh,Balod,2020,3,90672,1852205
Chhattisgarh,Kabirdham,2020,3,80175,1675078
Chhattisgarh,Surguja,2020,3,124081,2702225
Chhattisgarh,Dantewada,2020,3,36067,879769
Chhattisgarh,Gariyaband,2020,3,51653,1150137
Chhattisgarh,Durg,2020,3,426052,9982427
Chhattisgarh,Rajnandgaon,2020,3,166416,3393874
Chhattisgarh,Raipur,2020,3,679027,15366190
Chhattisgarh,Narayanpur,2020,3,14025,345785
Chhattisgarh,Kanker,2020,3,81984,1829476
Chhattisgarh,Korea,2020,3,80301,1900699
Chhattisgarh,Mungeli,2020,3,59262,1136447
Chhattisgarh,Bilaspur,2020,3,349586,6741931
Chhattisgarh,Balrampur,2020,3,60953,1765014
Chhattisgarh,Bijapur,2020,3,28816,818562
Chhattisgarh,Bemetara,2020,3,75434,1493775
Chhattisgarh,Bastar,2020,3,89115,1887298
Chhattisgarh,Kondagaon,2020,3,46426,1027009
Chhattisgarh,Mahasamund,2020,3,116370,2682672
Chhattisgarh,Dhamtari,2020,4,98847,2126899
Chhattisgarh,Korba,2020,4,225683,6558373
Chhattisgarh,Surajpur,2020,4,88664,2246840
Chhattisgarh,Baloda Bazar,2020,4,166144,3814790
Chhattisgarh,Sukma,2020,4,27330,815257
Chhattisgarh,Raigarh,2020,4,285081,7364429
Chhattisgarh,Janjgir Champa,2020,4,280474,9105398
Chhattisgarh,Jashpur,2020,4,89257,2102983
Chhattisgarh,Balod,2020,4,100350,2189077
Chhattisgarh,Kabirdham,2020,4,88933,1989496
Chhattisgarh,Surguja,2020,4,137221,3521741
Chhattisgarh,Dantewada,2020,4,39961,1055061
Chhattisgarh,Gariyaband,2020,4,57272,1386237
Chhattisgarh,Durg,2020,4,464870,13127877
Chhattisgarh,Rajnandgaon,2020,4,185815,4241707
Chhattisgarh,Raipur,2020,4,743167,20905346
Chhattisgarh,Narayanpur,2020,4,15750,421492
Chhattisgarh,Kanker,2020,4,92301,2228681
Chhattisgarh,Korea,2020,4,88889,2406865
Chhattisgarh,Mungeli,2020,4,65436,1341069
Chhattisgarh,Bilaspur,2020,4,384115,9161691
Chhattisgarh,Balrampur,2020,4,68062,1962238
Chhattisgarh,Bijapur,2020,4,32020,1041505
Chhattisgarh,Bemetara,2020,4,83243,1751930
Chhattisgarh,Bastar,2020,4,99717,2428240
Chhattisgarh,Kondagaon,2020,4,52463,1246665
Chhattisgarh,Mahasamund,2020,4,129536,3358580
Chhattisgarh,Dhamtari,2021,1,106354,2232426
Chhattisgarh,Korba,2021,1,243030,7257892
Chhattisgarh,Surajpur,2021,1,96117,2611995
Chhattisgarh,Baloda Bazar,2021,1,178486,4204907
Chhattisgarh,Sukma,2021,1,29547,879035
Chhattisgarh,Raigarh,2021,1,306712,8346426
Chhattisgarh,Janjgir Champa,2021,1,301931,9881334
Chhattisgarh,Jashpur,2021,1,96584,2306566
Chhattisgarh,Balod,2021,1,107814,2315276
Chhattisgarh,Kabirdham,2021,1,96069,2239620
Chhattisgarh,Surguja,2021,1,147969,4112955
Chhattisgarh,Dantewada,2021,1,43171,1131007
Chhattisgarh,Gariyaband,2021,1,61687,1473412
Chhattisgarh,Durg,2021,1,498453,14831934
Chhattisgarh,Rajnandgaon,2021,1,200572,4865613
Chhattisgarh,Raipur,2021,1,800224,24692422
Chhattisgarh,Narayanpur,2021,1,17030,425638
Chhattisgarh,Kanker,2021,1,99897,2351676
Chhattisgarh,Korea,2021,1,96149,2685639
Chhattisgarh,Mungeli,2021,1,70557,1531522
Chhattisgarh,Bilaspur,2021,1,413692,11193132
Chhattisgarh,Balrampur,2021,1,73826,2249510
Chhattisgarh,Bijapur,2021,1,34702,1108201
Chhattisgarh,Bemetara,2021,1,89481,1910858
Chhattisgarh,Bastar,2021,1,107818,2740623
Chhattisgarh,Kondagaon,2021,1,57107,1323116
Chhattisgarh,Mahasamund,2021,1,139572,3745969
Chhattisgarh,Dhamtari,2021,2,113769,4464656
Chhattisgarh,Korba,2021,2,260168,11814325
Chhattisgarh,Surajpur,2021,2,103184,6798211
Chhattisgarh,Baloda Bazar,2021,2,191114,8378757
Chhattisgarh,Sukma,2021,2,31825,2245148
Chhattisgarh,Raigarh,2021,2,328664,12301515
Chhattisgarh,Janjgir Champa,2021,2,322297,14544124
Chhattisgarh,Jashpur,2021,2,104482,7710351
Chhattisgarh,Balod,2021,2,115485,5155212
Chhattisgarh,Kabirdham,2021,2,103257,5323462
Chhattisgarh,Surguja,2021,2,158949,6989066
Chhattisgarh,Dantewada,2021,2,46424,2354791
Chhattisgarh,Gariyaband,2021,2,66482,4445890
Chhattisgarh,Durg,2021,2,531550,12403562
Chhattisgarh,Rajnandgaon,2021,2,215143,10469078
Chhattisgarh,Raipur,2021,2,855848,24005556
Chhattisgarh,Narayanpur,2021,2,18307,996566
Chhattisgarh,Kanker,2021,2,107701,6443903
Chhattisgarh,Korea,2021,2,103611,6376837
Chhattisgarh,Mungeli,2021,2,75644,3600246
Chhattisgarh,Bilaspur,2021,2,442330,14110873
Chhattisgarh,Balrampur,2021,2,79703,8600032
Chhattisgarh,Bijapur,2021,2,37320,2519855
Chhattisgarh,Bemetara,2021,2,96198,5123252
Chhattisgarh,Bastar,2021,2,115879,5575817
Chhattisgarh,Kondagaon,2021,2,61738,4297614
Chhattisgarh,Mahasamund,2021,2,149983,8736018
Chhattisgarh,Dhamtari,2021,3,122349,5603133
Chhattisgarh,Korba,2021,3,279897,16623063
Chhattisgarh,Surajpur,2021,3,111753,9477903
Chhattisgarh,Baloda Bazar,2021,3,205941,10767066
Chhattisgarh,Sukma,2021,3,34529,3197451
Chhattisgarh,Raigarh,2021,3,354087,17052359
Chhattisgarh,Janjgir Champa,2021,3,346366,17403707
Chhattisgarh,Jashpur,2021,3,113637,9804141
Chhattisgarh,Balod,2021,3,124200,6355356
Chhattisgarh,Kabirdham,2021,3,111708,6730485
Chhattisgarh,Surguja,2021,3,171276,10031433
Chhattisgarh,Dantewada,2021,3,50242,3121282
Chhattisgarh,Gariyaband,2021,3,71885,6272737
Chhattisgarh,Durg,2021,3,568361,16727312
Chhattisgarh,Rajnandgaon,2021,3,232140,14066183
Chhattisgarh,Raipur,2021,3,917950,34032629
Chhattisgarh,Narayanpur,2021,3,19877,1332425
Chhattisgarh,Kanker,2021,3,116559,8813895
Chhattisgarh,Korea,2021,3,111913,8619169
Chhattisgarh,Mungeli,2021,3,81387,4340738
Chhattisgarh,Bilaspur,2021,3,474660,19564262
Chhattisgarh,Balrampur,2021,3,86704,11635114
Chhattisgarh,Bijapur,2021,3,40492,3474467
Chhattisgarh,Bemetara,2021,3,103776,5967838
Chhattisgarh,Bastar,2021,3,125186,7716420
Chhattisgarh,Kondagaon,2021,3,67316,6141062
Chhattisgarh,Mahasamund,2021,3,161893,11614446
Chhattisgarh,Dhamtari,2021,4,130540,4563914
Chhattisgarh,Korba,2021,4,299191,15291693
Chhattisgarh,Surajpur,2021,4,119950,5888039
Chhattisgarh,Baloda Bazar,2021,4,220188,9299441
Chhattisgarh,Sukma,2021,4,37238,1683971
Chhattisgarh,Raigarh,2021,4,378507,18123023
Chhattisgarh,Janjgir Champa,2021,4,368980,19120514
Chhattisgarh,Jashpur,2021,4,122371,5203432
Chhattisgarh,Balod,2021,4,132353,4855195
Chhattisgarh,Kabirdham,2021,4,119692,4796979
Chhattisgarh,Surguja,2021,4,183559,9370119
Chhattisgarh,Dantewada,2021,4,53888,2137469
Chhattisgarh,Gariyaband,2021,4,77202,3266847
Chhattisgarh,Durg,2021,4,604621,26669512
Chhattisgarh,Rajnandgaon,2021,4,248230,10157759
Chhattisgarh,Raipur,2021,4,979741,44316810
Chhattisgarh,Narayanpur,2021,4,21314,840302
Chhattisgarh,Kanker,2021,4,125415,4897534
Chhattisgarh,Korea,2021,4,120005,5630126
Chhattisgarh,Mungeli,2021,4,87075,3539284
Chhattisgarh,Bilaspur,2021,4,506449,23402865
Chhattisgarh,Balrampur,2021,4,93661,5017173
Chhattisgarh,Bijapur,2021,4,43663,2174445
Chhattisgarh,Bemetara,2021,4,111174,3953868
Chhattisgarh,Bastar,2021,4,134164,6108764
Chhattisgarh,Kondagaon,2021,4,72791,3197223
Chhattisgarh,Mahasamund,2021,4,173519,8246282
Chhattisgarh,Dhamtari,2022,1,138724,9304051
Chhattisgarh,Korba,2022,1,317604,28555879
Chhattisgarh,Surajpur,2022,1,128121,18928338
Chhattisgarh,Baloda Bazar,2022,1,234464,17052096
Chhattisgarh,Sukma,2022,1,39721,5650530
Chhattisgarh,Raigarh,2022,1,403164,28569591
Chhattisgarh,Janjgir Champa,2022,1,392285,17826573
Chhattisgarh,Jashpur,2022,1,131014,23052569
Chhattisgarh,Balod,2022,1,140692,11029061
Chhattisgarh,Kabirdham,2022,1,127669,11532414
Chhattisgarh,Surguja,2022,1,195440,18501509
Chhattisgarh,Dantewada,2022,1,57389,5840979
Chhattisgarh,Gariyaband,2022,1,82487,13703262
Chhattisgarh,Durg,2022,1,639688,13567777
Chhattisgarh,Rajnandgaon,2022,1,264326,25331975
Chhattisgarh,Raipur,2022,1,1038105,34404453
Chhattisgarh,Narayanpur,2022,1,22756,3394010
Chhattisgarh,Kanker,2022,1,133857,20092568
Chhattisgarh,Korea,2022,1,127890,16324553
Chhattisgarh,Mungeli,2022,1,92691,7216878
Chhattisgarh,Bilaspur,2022,1,537617,24822855
Chhattisgarh,Balrampur,2022,1,100226,26814683
Chhattisgarh,Bijapur,2022,1,46540,6589775
Chhattisgarh,Bemetara,2022,1,118600,11001712
Chhattisgarh,Bastar,2022,1,142818,14540720
Chhattisgarh,Kondagaon,2022,1,77846,14700267
Chhattisgarh,Mahasamund,2022,1,185227,20154360
Chhattisgarh,Dhamtari,2022,2,146066,10333093
Chhattisgarh,Korba,2022,2,334672,30776047
Chhattisgarh,Surajpur,2022,2,135353,19497362
Chhattisgarh,Baloda Bazar,2022,2,247634,18334461
Chhattisgarh,Sukma,2022,2,41978,6331208
Chhattisgarh,Raigarh,2022,2,425526,32543452
Chhattisgarh,Janjgir Champa,2022,2,414133,18022797
Chhattisgarh,Jashpur,2022,2,138518,28640812
Chhattisgarh,Balod,2022,2,147930,13306306
Chhattisgarh,Kabirdham,2022,2,134783,11978258
Chhattisgarh,Surguja,2022,2,206354,22236587
Chhattisgarh,Dantewada,2022,2,60561,6738887
Chhattisgarh,Gariyaband,2022,2,86939,13235943
Chhattisgarh,Durg,2022,2,672947,13445249
Chhattisgarh,Rajnandgaon,2022,2,278724,28420413
Chhattisgarh,Raipur,2022,2,1093318,39640873
Chhattisgarh,Narayanpur,2022,2,24061,4461600
Chhattisgarh,Kanker,2022,2,141354,24085013
Chhattisgarh,Korea,2022,2,134912,18499768
Chhattisgarh,Mungeli,2022,2,97870,7828317
Chhattisgarh,Bilaspur,2022,2,566475,26797395
Chhattisgarh,Balrampur,2022,2,105948,29728876
Chhattisgarh,Bijapur,2022,2,49168,7363721
Chhattisgarh,Bemetara,2022,2,125096,12746215
Chhattisgarh,Bastar,2022,2,150449,17283265
Chhattisgarh,Kondagaon,2022,2,82174,16811546
Chhattisgarh,Mahasamund,2022,2,195406,22323656
Chhattisgarh,Dhamtari,2022,3,153263,11525749
Chhattisgarh,Korba,2022,3,352198,36228236
Chhattisgarh,Surajpur,2022,3,142407,22324980
Chhattisgarh,Baloda Bazar,2022,3,260632,19940925
Chhattisgarh,Sukma,2022,3,44234,7050939
Chhattisgarh,Raigarh,2022,3,448366,35340196
Chhattisgarh,Janjgir Champa,2022,3,436349,18998354
Chhattisgarh,Jashpur,2022,3,145715,28645837
Chhattisgarh,Balod,2022,3,155200,14558886
Chhattisgarh,Kabirdham,2022,3,141814,15613661
Chhattisgarh,Surguja,2022,3,217313,23200906
Chhattisgarh,Dantewada,2022,3,63734,6442840
Chhattisgarh,Gariyaband,2022,3,91335,14953415
Chhattisgarh,Durg,2022,3,707241,14611488
Chhattisgarh,Rajnandgaon,2022,3,292804,32277042
Chhattisgarh,Raipur,2022,3,1150501,38340572
Chhattisgarh,Narayanpur,2022,3,25375,5225910
Chhattisgarh,Kanker,2022,3,148494,24876178
Chhattisgarh,Korea,2022,3,141899,19410454
Chhattisgarh,Mungeli,2022,3,102902,8504629
Chhattisgarh,Bilaspur,2022,3,596003,28673485
Chhattisgarh,Balrampur,2022,3,111448,32254886
Chhattisgarh,Bijapur,2022,3,51796,7150992
Chhattisgarh,Bemetara,2022,3,131384,14359000
Chhattisgarh,Bastar,2022,3,158238,19141042
Chhattisgarh,Kondagaon,2022,3,86322,19375824
Chhattisgarh,Mahasamund,2022,3,205270,24180061
Chhattisgarh,Dhamtari,2022,4,159411,7228454
Chhattisgarh,Korba,2022,4,368179,22261392
Chhattisgarh,Surajpur,2022,4,148130,8325549
Chhattisgarh,Baloda Bazar,2022,4,271259,13745650
Chhattisgarh,Sukma,2022,4,46232,2281717
Chhattisgarh,Raigarh,2022,4,468010,26415867
Chhattisgarh,Janjgir Champa,2022,4,455430,23396478
Chhattisgarh,Jashpur,2022,4,151323,8436769
Chhattisgarh,Balod,2022,4,160952,7717813
Chhattisgarh,Kabirdham,2022,4,147742,7874615
Chhattisgarh,Surguja,2022,4,226706,13099334
Chhattisgarh,Dantewada,2022,4,66503,2982279
Chhattisgarh,Gariyaband,2022,4,94815,4520547
Chhattisgarh,Durg,2022,4,740173,34025608
Chhattisgarh,Rajnandgaon,2022,4,304353,15822878
Chhattisgarh,Raipur,2022,4,1205632,59719682
Chhattisgarh,Narayanpur,2022,4,26527,1317409
Chhattisgarh,Kanker,2022,4,154332,7405374
Chhattisgarh,Korea,2022,4,147963,7529926
Chhattisgarh,Mungeli,2022,4,106916,5380234
Chhattisgarh,Bilaspur,2022,4,622644,32396787
Chhattisgarh,Balrampur,2022,4,115804,7495009
Chhattisgarh,Bijapur,2022,4,54230,2631460
Chhattisgarh,Bemetara,2022,4,136066,6614939
Chhattisgarh,Bastar,2022,4,164690,9294343
Chhattisgarh,Kondagaon,2022,4,89611,5134236
Chhattisgarh,Mahasamund,2022,4,213189,11922465
Chhattisgarh,Dhamtari,2023,1,166518,16265570
Chhattisgarh,Korba,2023,1,384883,41420804
Chhattisgarh,Surajpur,2023,1,154951,24819830
Chhattisgarh,Baloda Bazar,2023,1,283757,28724859
Chhattisgarh,Sukma,2023,1,48459,8218775
Chhattisgarh,Raigarh,2023,1,489890,39505661
